Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
special event,New York State Department of Transportation Region 3,I-690,Both directions,at Geddes,Onondaga,NY,2019-08-27 08:02:20,08/27/2019 11:02:23 PM,"Special event, fair on I-690 both directions at Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) until 11:00 P.M. . The 2019 Edition of the Great New York State Fair will take place daily",New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2019-08-27 07:49:21,08/27/2019 07:55:20 AM,Accident on I-81 northbound before Exit 18 - Adams Street; Harrison Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2019-08-26 21:16:23,08/26/2019 10:28:25 PM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 9:14 PM, 08/26/2019 until further notice. [CARS CAD-192380544]",New York State Thruway-State Wide Operations Center - Albany,43.08354,-76.43608
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Syracuse,Onondaga,NY,2019-08-26 18:37:20,08/26/2019 07:15:21 PM,Accident on I-81 southbound just past Exit 17 - South Salina Street; Brighton Avenue; State Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.02,-76.140296
accident,New York State Department of Transportation Region 3,NY 481,Northbound,just past Cicero,Onondaga,NY,2019-08-26 15:17:22,08/26/2019 04:29:21 PM,Accident on NY 481 northbound just past Exit 10 - Circle Drive (Cicero) right lane closed,New York State Department of Transportation Region 3,43.145698,-76.122001
accident,New York State Department of Transportation Region 3,NY 481,Northbound,before Clay,Onondaga,NY,2019-08-26 14:45:24,08/26/2019 03:45:18 PM,Accident on NY 481 northbound before Exit 11 - Maple Road; Caughdenoy Road (Clay) right lane closed,New York State Department of Transportation Region 3,43.1576,-76.1529
disabled vehicle,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2019-08-26 14:24:25,08/26/2019 03:34:22 PM,Disabled vehicle on I-690 eastbound before Exit 11 and Exit 12 - West Street Arterial; West Genesee Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.055301,-76.163002
accident,New York State Department of Transportation Region 3,I-481,Southbound,at De Witt,Onondaga,NY,2019-08-26 07:19:19,08/26/2019 07:23:18 AM,Accident on I-481 southbound at Exit 4 - I-690 (De Witt) left lane closed,New York State Department of Transportation Region 3,43.0517,-76.049896
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2019-08-25 17:07:15,08/25/2019 06:40:19 PM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 5:04 PM, 08/25/2019 until further notice. [CARS CAD-192370340]",New York State Thruway-State Wide Operations Center - Albany,43.067123,-76.534183
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2019-08-25 14:31:19,08/25/2019 03:37:19 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 2:27 PM, 08/25/2019 until further notice. [CARS CAD-192370271]",New York State Thruway-State Wide Operations Center - Albany,43.008953,-76.698578
special event,New York State Department of Transportation Region 3,I-690,Both directions,at Geddes,Onondaga,NY,2019-08-25 08:02:19,08/25/2019 11:02:20 PM,"Special event, fair on I-690 both directions at Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) until 11:00 P.M. . The 2019 Edition of the Great New York State Fair will take place daily",New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,State Fair Boulevard,Northbound,approaching Geddes,Onondaga,NY,2019-08-25 00:30:21,08/25/2019 01:18:22 AM,Accident on State Fair Boulevard northbound approaching START ROUTE State Fair Boulevard; Bridge Street; NY 297 (Geddes) right lane closed,New York State Department of Transportation Region 3,43.072898,-76.212997
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2019-08-24 21:40:21,08/24/2019 10:21:19 PM,Accident on I-690 eastbound before I-81 Southbound (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0513,-76.149002
disabled vehicle,New York State Department of Transportation Region 3,I-690,Westbound,before Geddes,Onondaga,NY,2019-08-24 19:03:21,08/24/2019 07:15:20 PM,Disabled vehicle on I-690 westbound before Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) right lane closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2019-08-24 11:38:24,08/24/2019 12:03:18 PM,Accident on I-690 eastbound before Exit 14 - Teall Avenue (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
"delays, stop and go traffic",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,from Salina,Onondaga,NY,2019-08-23 17:37:22,08/23/2019 06:19:22 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway eastbound from after Exit 36 (I-90) - Syracuse (I-81) to before Exit 34 (I-90) - Canastota (Rte 13) starting 5:34 PM, 08/23/2019 until further notice. [CARS CAD-192350374]",New York State Thruway-State Wide Operations Center - Albany,43.092759,-76.090879
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2019-08-22 09:34:25,08/22/2019 09:49:22 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 9:33 AM, 08/22/2019 until further notice. [CARS CAD-192340133]",New York State Thruway-State Wide Operations Center - Albany,43.091614,-76.318865
incident,New York State Department of Transportation Region 3,NY 370,Eastbound,ramps to Syracuse,Onondaga,NY,2019-08-22 07:24:22,08/22/2019 08:26:20 AM,Accident on NY 370 eastbound ramps to I-81 (Syracuse) exit ramp closed,New York State Department of Transportation Region 3,43.074901,-76.171203
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2019-08-22 03:37:20,08/22/2019 05:28:24 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 3:33 AM, 08/22/2019 until further notice. [CARS CAD-192340023]",New York State Thruway-State Wide Operations Center - Albany,43.089842,-76.377417
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2019-08-21 16:16:27,08/21/2019 04:19:19 PM,Accident on I-81 northbound at Exit 18 - Adams Street; Harrison Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,I-81,Northbound,between Tully,Onondaga,NY,2019-08-21 11:18:34,08/21/2019 12:05:24 PM,Accident on I-81 northbound between Exit 14 - US 11; NY 80; NY 281; Tully (Tully) and Exit 15 - US 11; US 20; LaFayette (La Fayette) left lane closed,New York State Department of Transportation Region 3,42.796298,-76.123298
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Geddes,Onondaga,NY,2019-08-21 07:23:19,08/21/2019 08:00:22 AM,Accident on I-690 eastbound at Exit 4 - John Glenn Boulevard (Geddes) left lane closed,New York State Department of Transportation Region 3,43.111598,-76.2649
incident,New York State Department of Transportation Region 3,936D; I-690 WB Service Road Bridge-Thompson,Westbound,at De Witt,Onondaga,NY,2019-08-20 16:56:25,08/20/2019 05:35:22 PM,Accident on 936D; I-690 WB Service Road Bridge-Thompson westbound at Exit 16N 16S - I-690 (De Witt) all lanes closed,New York State Department of Transportation Region 3,43.058498,-76.081703
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2019-08-20 16:07:25,08/20/2019 05:22:22 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 4:03 PM, 08/20/2019 until further notice. [CARS CAD-192320435]",New York State Thruway-State Wide Operations Center - Albany,43.109517,-76.276817
incident,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2019-08-20 07:17:34,08/20/2019 08:23:21 AM,Accident on I-81 northbound at Exit 18 - Adams Street; Harrison Street (Syracuse) partial ramp closed,New York State Department of Transportation Region 3,43.039398,-76.142097
"delays, stop and go traffic",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Salina,Onondaga,NY,2019-08-19 17:19:22,08/19/2019 05:58:23 PM,"Slow traffic, delays, stop and go traffic on I-90 - NYS Thruway westbound from after Exit 38 (I-90) - Liverpool (Rte 57) to before Exit 40 (I-90) - Weedsport (Rte 34) starting 5:17 PM, 08/19/2019 until further notice. [CARS CAD-192310411]",New York State Thruway-State Wide Operations Center - Albany,43.109517,-76.276817
accident,New York State Department of Transportation Region 3,I-81,Southbound,just past Syracuse,Onondaga,NY,2019-08-17 15:19:21,08/17/2019 04:15:18 PM,Accident on I-81 southbound just past I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
disabled vehicle,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2019-08-16 17:56:25,08/16/2019 06:19:20 PM,Disabled vehicle on I-690 westbound at I-81 Northbound (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0512,-76.145698
"delays, stop and go traffic",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,from De Witt,Onondaga,NY,2019-08-16 17:46:27,08/16/2019 06:15:23 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway eastbound from after Exit 34A (I-90) - East Syracuse (I-481) to before Exit 34 (I-90) - Canastota (Rte 13) starting 5:43 PM, 08/16/2019 until further notice. [CARS CAD-192280429]",New York State Thruway-State Wide Operations Center - Albany,43.09345,-75.973159
accident,New York State Department of Transportation Region 3,I-481,Southbound,just past De Witt,Onondaga,NY,2019-08-15 19:31:25,08/15/2019 07:47:24 PM,Accident on I-481 southbound just past Exit 4 - I-690 (De Witt) left lane closed,New York State Department of Transportation Region 3,43.0517,-76.049896
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2019-08-15 17:38:25,08/15/2019 06:39:24 PM,Accident on I-81 northbound before Exit 18 - Adams Street; Harrison Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,I-81,Southbound,at Salina,Onondaga,NY,2019-08-15 15:37:31,08/15/2019 04:06:29 PM,Accident on I-81 southbound at Exit 25 - 7th North Street; Liverpool (Salina) left lane closed,New York State Department of Transportation Region 3,43.088901,-76.167396
"delays, stop and go traffic",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Brutus,Cayuga,NY,2019-08-15 13:21:45,08/15/2019 05:16:31 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway westbound from after Exit 40 (I-90) - Weedsport (Rte 34) to before Exit 41 (I-90) - Waterloo (Rte 414) starting 4:52 PM, 08/15/2019 until further notice. [CARS CAD-192270279]",New York State Thruway-State Wide Operations Center - Albany,42.995526,-76.739753
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Syracuse,Onondaga,NY,2019-08-15 10:48:28,08/15/2019 10:55:27 AM,Accident on I-690 westbound before Exit 11 - West Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.054125,-76.153247
incident,New York State Department of Transportation Region 4,NY 63,Both directions,area of Geneseo,Livingston,NY,2019-08-14 21:47:31,08/15/2019 05:39:20 AM,Accident Road Closed on NY 63 both directions area of Jones bridge RD (Geneseo) all lanes closed,New York State Department of Transportation Region 4,42.770647,-77.829113
disabled vehicle,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2019-08-14 19:45:27,08/14/2019 08:10:24 PM,"Disabled vehicle, right lane blocked on I-90 - NYS Thruway westbound between Exit 37 (I-90) - Electronics Parkway and Exit 38 (I-90) - Liverpool (Rte 57) starting 7:42 PM, 08/14/2019 until further notice. [CARS NYSTA4-4863]",New York State Thruway-State Wide Operations Center - Albany,43.108859,-76.196606
accident,New York State Department of Transportation Region 3,I-81,Southbound,between La Fayette,Onondaga,NY,2019-08-14 14:07:26,08/14/2019 03:08:45 PM,Accident on I-81 southbound between Exit 15 - US 11; US 20; LaFayette (La Fayette) and Exit 14 - US 11; NY 80; NY 281; Tully (Tully) left lane closed,New York State Department of Transportation Region 3,42.894401,-76.110603
disabled vehicle,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2019-08-14 12:34:25,08/14/2019 12:53:24 PM,Disabled vehicle on I-81 southbound at Exit 20 - Franklin Street; West Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.055999,-76.153297
"delays, stop and go traffic",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Van Buren,Onondaga,NY,2019-08-14 12:09:27,08/14/2019 02:45:27 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway westbound from after Exit 39 (I-90) - State Fair (I-690) to before Exit 41 (I-90) - Waterloo (Rte 414) starting 12:06 PM, 08/14/2019 until further notice. [CARS CAD-192260176]",New York State Thruway-State Wide Operations Center - Albany,43.070883,-76.519224
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2019-08-14 10:30:36,08/14/2019 11:00:41 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 37 (I-90) - Electronics Parkway and Exit 36 (I-90) - Syracuse (I-81) starting 10:27 AM, 08/14/2019 until further notice. [CARS CAD-192260170]",New York State Thruway-State Wide Operations Center - Albany,43.102135,-76.181279
disabled vehicle,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2019-08-13 20:10:43,08/13/2019 08:56:40 PM,Disabled vehicle on I-81 northbound before I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
